Capacity (MW),Fuel Type,Technology Type,Commissioning Date,Emissions Data,Regulatory Information,Renewable Energy Credits (RECs),Market Region,Generation Profile,Transmission/Distribution Information,Maintenance and Outages,Financial Data,Environmental Impact,Fuel Supply,Fuel Costs
456.7046963,Solar,Solar PV,16-03-2002,9.025226772,Strategy seat suggest with.,16,Oman,2192.11014,Stage officer land force among nearly go.,Past agency daughter appear lose sit factor pretty.,5671094.227,Yeah quality relationship late respond movement subject.,Bank network reality every me two else material.,19.98178912
429.0079755,Wind,Steam Turbine,16-11-1981,82.21750492,Eat them generation gun order.,51,Holy See (Vatican City State),4284.687108,Know cup usually avoid anyone.,Deep think however area conference.,2362408.124,Term pull protect central.,Trip charge record factor exist hold.,10.32040335
353.3912292,Coal,Steam Turbine,22-02-1984,3.624797615,Choose avoid pass term land adult visit opportunity.,43,Austria,6932.39556,Impact firm impact evening.,Prove suggest heavy network campaign pass serve race.,6326723.859,Then board walk man hand.,Consider send support analysis because.,95.33797282
64.58086111,Wind,Solar PV,19-06-1982,89.5472193,There middle position threat discover act government.,25,Denmark,7610.432028,Summer crime stage save western and.,Trial machine now effect by.,8740793.546,Where part ball political.,Decision something up technology range I.,30.67358191
815.3919444,Natural Gas,Steam Turbine,06-01-1986,36.94726251,None believe could worry official.,0,Netherlands,9137.674423,People respond animal eight service and choose.,List end who term kitchen newspaper.,8117396.934,Plan specific benefit paper push brother.,Any blue training.,10.01278382
487.9102986,Solar,Hydro,01-05-1983,48.4186623,Chair open arrive local similar pass save similar.,58,Lesotho,6152.891109,Campaign fight follow always.,Stand side yourself training wall film.,1846473.072,Guess stand think at animal.,Role future both rule trial better chair.,93.4454922
804.924916,Wind,Gas Turbine,25-04-1981,15.80988127,Cut control report blue couple book.,11,Australia,3829.777809,Blue board morning investment.,Financial campaign suffer figure compare themselves believe.,2072925.312,Weight matter reduce name.,Impact no quickly group its out himself.,30.79704257
214.8676407,Wind,Gas Turbine,03-02-1974,48.23441621,Final establish popular reality garden decide.,24,Saint Vincent and the Grenadines,3789.414357,Child nothing appear goal case.,Affect word ever too many himself.,1613315.606,Question spring camera message prove choose.,Democrat program senior public.,86.11506767
572.2231429,Natural Gas,Gas Turbine,07-08-1988,74.69130142,Try bad rise sport.,39,Afghanistan,8399.868285,Hope cost television whatever parent rich ball.,Add world southern current eight be be bag.,9742024.885,Crime poor owner participant tax film market.,Tv threat above practice inside realize heart.,46.0498021
18.07092329,Natural Gas,Hydro,23-04-1995,72.46640158,Attorney listen with.,20,Swaziland,8673.851348,Past business southern if.,One help pick doctor book southern.,5953092.58,Stuff thus whom south.,Education without goal news memory save.,41.68883879
493.9448522,Solar,Steam Turbine,15-12-1982,13.37179986,Everyone seat space medical economy affect you.,80,Micronesia,5464.896593,Seek money fish Democrat hotel practice second.,Decade read only us task determine.,1966920.966,General structure over bit however.,Responsibility avoid good onto prevent relate.,89.4177371
545.4927598,Solar,Solar PV,05-04-1992,63.81593853,Mother certainly as case.,4,Swaziland,2429.996083,Range establish support.,Administration financial reveal fly strong three.,2289548.663,Next right than want particular discussion.,Condition product thus great war staff evidence.,69.02737938
734.1836862,Wind,Gas Turbine,17-02-1994,24.0038796,Treatment this writer control growth area.,31,Japan,2133.43383,Expect top smile record stay.,Professional her century drop action effort.,6317544.166,Land thousand treatment movie Republican.,Lose common weight say.,30.70235795
513.7863892,Coal,Hydro,06-07-1986,15.34794338,Present pretty short candidate pull ground less.,72,Burkina Faso,2853.573912,Data model commercial foreign.,Avoid difficult let.,4857151.284,New simple sense open somebody street name.,Training my daughter product Republican.,36.98131012
192.1246085,Solar,Hydro,10-09-1990,49.3258358,He affect each part term visit.,16,Aruba,3703.998073,Write standard over example tell star.,Economy bill reason finish book visit.,5150340.503,Role receive check up piece.,Field customer give player.,84.23635771
135.2727483,Solar,Gas Turbine,25-03-1990,63.13593855,Economy paper need worker point career answer.,53,United Arab Emirates,6965.460438,Soldier note of ask field appear.,Table oil fund today mouth.,1560966.726,Mean knowledge course left relate.,Region few around word theory.,45.63728656
994.26232,Solar,Steam Turbine,08-07-1991,87.38312849,Skin compare though traditional man everyone protect.,94,Comoros,3266.356309,Discuss half Republican interesting.,Option anything recognize reveal.,5335106.285,Media final local student.,Animal adult energy west what contain side.,88.21928799
850.2326136,Solar,Hydro,01-09-1977,38.93905845,Give continue certain book suffer.,23,Bhutan,3053.945798,Country be security when instead.,Front sure including shake buy.,4407379.581,Risk million rest successful he.,Tend issue everything state officer dinner financial.,97.37582599
54.1059466,Coal,Steam Turbine,21-05-2001,46.42066835,Pretty front movie.,70,Iraq,1878.485497,Including religious main degree.,Address us red high way sure huge.,9156840.653,Gas shoulder last federal act.,Debate page up girl rich by foreign might.,75.38156454
594.4581155,Coal,Steam Turbine,28-01-1978,13.41750908,Less reflect century person whatever significant.,34,Cote d'Ivoire,8478.033816,Billion who remember full throw allow.,Different culture every fast upon.,1161797.256,Character able edge.,Politics wide successful.,98.59694358
672.8600567,Solar,Gas Turbine,08-08-1988,65.07323592,By seek quickly play drug southern drug just.,80,Nepal,5769.167538,Small view training buy.,Section energy threat yet already.,9636043.108,Capital short nice entire else one technology.,Happen agreement claim forward.,16.21838712
4.609286764,Solar,Hydro,02-08-1978,52.85060066,Three performance say side manager system pressure.,86,American Samoa,1404.536369,Ago possible option us fund song eat arrive.,Return seat history behind enjoy against.,8503363.141,Office brother paper fact officer general.,Deep spend short box white.,81.74763331
496.0158662,Coal,Gas Turbine,09-05-1974,11.19091789,Relate mission realize bad window system and.,81,Libyan Arab Jamahiriya,7189.429102,Will record choice eight beyond.,Paper body television.,6286443.515,Yourself all around so entire.,Film important small hair management Republican.,98.37336943
683.2931317,Wind,Hydro,12-12-1972,5.817355919,Goal gas movement remain less government region lay.,54,Niger,4437.991253,Material factor wonder response.,Hair anyone write parent.,9709229.089,Identify set very pick.,Often this serious democratic teacher instead bill.,46.07544845
235.5159241,Natural Gas,Steam Turbine,05-12-1990,77.24024319,Into order head point.,97,Croatia,226.2655423,Thus government sea rest yet.,Fine defense suddenly rise other one modern.,9929418.023,Politics home book Mr.,Large international choose nice.,82.61809966
413.5284175,Natural Gas,Steam Turbine,09-10-1993,8.861124666,Day shoulder get team success.,63,Dominica,9768.544572,Star everybody perform Mr start claim administration.,Form never sort movie middle guess guy.,2870453.794,As enjoy page wife attention main tax.,Apply mission three affect official.,13.9994097
571.4609249,Wind,Gas Turbine,04-07-1983,81.60927233,Program sometimes scene throw law explain across.,61,Angola,8310.884413,Think although environment card beyond investment tree central.,Quite minute thought yeah myself husband two.,5565762.86,Cold week turn learn.,In defense however out company boy.,57.10667622
413.6969344,Natural Gas,Hydro,16-01-1992,68.04437382,Degree fact though something sport.,1,Singapore,1736.395306,Others fish red matter attention paper gas.,Skill time carry our matter recognize relate.,3943096.742,Economy give truth right mean community thank.,Card opportunity year record should.,93.92187115
720.7079011,Wind,Steam Turbine,22-09-1976,95.4743409,Study cell their leave.,92,Yemen,8700.556823,Teacher you too sea blood.,But top because mother answer begin stand.,6958961.334,Receive his speak heavy imagine final.,Event lot process assume car.,64.45162685
206.2436176,Solar,Solar PV,16-10-1998,85.05211903,Will heart test gun out of raise.,87,Anguilla,6458.420454,Collection customer detail.,Project ahead call.,3047102.744,Hit create tax management floor rate.,Form white anyone group.,25.13507634
885.5025169,Solar,Gas Turbine,14-11-1982,97.19929756,Computer foot girl heavy her recognize.,95,Wallis and Futuna,3722.196556,Kind may nearly sing.,Great leg minute.,7364904.48,So yeah long position close last a.,Response plant civil identify value attorney several.,83.02807068
354.7930609,Solar,Steam Turbine,19-02-1990,19.56193327,Sit report certain discover born market only.,30,Saint Pierre and Miquelon,995.4526001,Decade bank ten night oil small arm skin.,Share animal lead PM probably street fund.,7211437.184,Upon according politics able.,Until much too.,36.04271496
340.803302,Solar,Hydro,28-11-1992,9.536145232,Forget green environment picture action bank.,19,Lebanon,6328.995041,Enjoy work Congress effect them.,Task attack inside school.,9272106.962,Fish indeed speak natural professor difficult forget.,Spring street visit music.,35.30601353
107.2798609,Natural Gas,Gas Turbine,23-07-2002,97.808414,Data important magazine between step.,72,Honduras,8267.355555,Receive her customer sure sea ask.,Radio fill detail anything address day condition.,6445101.893,Bank production tonight near.,Way month late option into.,75.22993119
640.5565789,Solar,Steam Turbine,20-05-1996,31.96386833,Draw stage consumer statement.,48,Spain,9237.749357,Material walk ready upon there power citizen.,Investment particularly everyone improve care other.,1682163.719,Career assume doctor rock doctor success drug.,Brother interesting guy mouth.,95.34842481
54.70250618,Wind,Solar PV,01-08-1991,41.92419458,Last spend name today film cup him.,56,Netherlands Antilles,814.4198883,Act on share begin day.,Image start energy each I.,1042921.739,Opportunity western debate standard the.,That effort street note include.,16.26035763
5.542871406,Wind,Hydro,08-01-1975,13.49867282,Choice father measure director.,5,Faroe Islands,1215.671325,School price Mr.,No give gun despite study.,4691493.091,Because water culture others.,Become travel owner style reduce list feeling whether.,77.5798575
168.6192926,Natural Gas,Hydro,06-11-1973,72.34813885,Billion more along decade start form professor.,48,Togo,3774.681375,Candidate conference well.,Leader economy he over rise.,9883787.116,Use may table situation water cover sound.,Would number entire two know south.,78.9443948
361.0734329,Wind,Hydro,10-11-1988,86.16593661,How stand cover right daughter.,51,Rwanda,7867.067,Try reason seat these cold word.,Write own side rich certain avoid.,2079466.131,Red some product choose.,Lawyer morning federal bill page personal.,51.14050042
